aircraftId|airlineId|airlineCode|aircraftModel|aircraftStatus
DH0125|AL0101|DH|Boeing 757|ACTIVE
DH0126|AL0101|DH|Airbus A300|ACTIVE
DH0127|AL0101|DH|Boeing 727|INACTIVE
DH0128|AL0101|DH|Boeing 717|ACTIVE
DH0129|AL0101|DH|Boeing 777|ACTIVE
DH0130|AL0101|DH|Boeing 767|INACTIVE
DH0131|AL0101|DH|Boeing 777|INACTIVE
DH0132|AL0101|DH|Airbus A380|ACTIVE
DH0133|AL0101|DH|Airbus A310|INACTIVE
DH0134|AL0101|DH|Airbus A380|INACTIVE
DH0135|AL0101|DH|Airbus A350 XWB|ACTIVE
DH0136|AL0101|DH|Boeing 717|ACTIVE
DH0137|AL0101|DH|Boeing 757|ACTIVE
DH0138|AL0101|DH|Airbus A310|ACTIVE
DH0139|AL0101|DH|Boeing 717|ACTIVE
DH0140|AL0101|DH|Boeing 787|ACTIVE
DH0141|AL0101|DH|Airbus A320|ACTIVE
DH0142|AL0101|DH|Boeing 767|ACTIVE
DH0143|AL0101|DH|Boeing 757|ACTIVE
DH0144|AL0101|DH|Airbus A380|ACTIVE
DH0145|AL0101|DH|Airbus A350 XWB|ACTIVE
DH0146|AL0101|DH|Boeing 777|INACTIVE
DH0147|AL0101|DH|Boeing 747|ACTIVE
DH0148|AL0101|DH|Airbus A300|INACTIVE
DH0149|AL0101|DH|Airbus A321|INACTIVE
DH0150|AL0101|DH|Airbus A320|ACTIVE
DH0151|AL0101|DH|Airbus A350 XWB|INACTIVE
DH0152|AL0101|DH|Boeing 757|ACTIVE
DH0153|AL0101|DH|Boeing 787|ACTIVE
DH0154|AL0101|DH|Boeing 757|ACTIVE
DH0155|AL0101|DH|Boeing 767|INACTIVE
DH0156|AL0101|DH|Airbus A318|ACTIVE
DH0157|AL0101|DH|Airbus A350 XWB|INACTIVE
DH0158|AL0101|DH|Boeing 707|INACTIVE
DH0159|AL0101|DH|Boeing 737|ACTIVE
DH0160|AL0101|DH|Boeing 727|INACTIVE
DH0161|AL0101|DH|Boeing 747|INACTIVE
DH0162|AL0101|DH|Airbus A318|ACTIVE
DH0163|AL0101|DH|Boeing 777|ACTIVE
DH0164|AL0101|DH|Boeing 717|ACTIVE
DH0165|AL0101|DH|Boeing 787|ACTIVE
DH0166|AL0101|DH|Boeing 747|INACTIVE
DH0167|AL0101|DH|Airbus A380|INACTIVE
DH0168|AL0101|DH|Airbus A380|ACTIVE
DH0169|AL0101|DH|Boeing 757|INACTIVE
DH0170|AL0101|DH|Airbus A300|INACTIVE
DH0171|AL0101|DH|Boeing 787|ACTIVE
DH0172|AL0101|DH|Airbus A321|ACTIVE
DH0173|AL0101|DH|Airbus A320|INACTIVE
DH0174|AL0101|DH|Airbus A350 XWB|ACTIVE
DH0175|AL0101|DH|Airbus A310|ACTIVE
DH0176|AL0101|DH|Airbus A300|ACTIVE
DH0177|AL0101|DH|Boeing 727|ACTIVE
DH0178|AL0101|DH|Boeing 737|ACTIVE
DH0179|AL0101|DH|Boeing 717|INACTIVE
DH0180|AL0101|DH|Boeing 737|ACTIVE
DH0181|AL0101|DH|Boeing 707|INACTIVE
DH0182|AL0101|DH|Airbus A350 XWB|ACTIVE
DH0183|AL0101|DH|Airbus A330|ACTIVE
DH0184|AL0101|DH|Airbus A380|INACTIVE
AM0000|AL0102|AM|Boeing 727|ACTIVE
AM0001|AL0102|AM|Airbus A300|ACTIVE
AM0002|AL0102|AM|Boeing 767|INACTIVE
AM0003|AL0102|AM|Boeing 707|ACTIVE
AM0004|AL0102|AM|Airbus A321|INACTIVE
AM0005|AL0102|AM|Boeing 757|ACTIVE
AM0006|AL0102|AM|Airbus A330|ACTIVE
AM0007|AL0102|AM|Boeing 777|ACTIVE
AM0008|AL0102|AM|Boeing 727|INACTIVE
AM0009|AL0102|AM|Airbus A321|ACTIVE
AM0010|AL0102|AM|Airbus A310|INACTIVE
AM0011|AL0102|AM|Boeing 787|ACTIVE
AM0012|AL0102|AM|Boeing 787|ACTIVE
AM0013|AL0102|AM|Boeing 777|ACTIVE
AM0014|AL0102|AM|Airbus A310|INACTIVE
AM0015|AL0102|AM|Boeing 757|ACTIVE
AM0016|AL0102|AM|Airbus A380|INACTIVE
AM0017|AL0102|AM|Boeing 737|ACTIVE
AM0018|AL0102|AM|Boeing 727|ACTIVE
AM0019|AL0102|AM|Airbus A380|ACTIVE
AM0020|AL0102|AM|Airbus A310|ACTIVE
AM0021|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0022|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0023|AL0102|AM|Airbus A318|INACTIVE
AM0024|AL0102|AM|Airbus A319|ACTIVE
AM0025|AL0102|AM|Airbus A300|ACTIVE
AM0026|AL0102|AM|Airbus A318|INACTIVE
AM0027|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0028|AL0102|AM|Airbus A318|ACTIVE
AM0029|AL0102|AM|Boeing 727|ACTIVE
AM0030|AL0102|AM|Airbus A321|ACTIVE
AM0031|AL0102|AM|Airbus A380|INACTIVE
AM0032|AL0102|AM|Airbus A300|ACTIVE
AM0033|AL0102|AM|Boeing 717|ACTIVE
AM0034|AL0102|AM|Airbus A300|ACTIVE
AM0035|AL0102|AM|Boeing 727|ACTIVE
AM0036|AL0102|AM|Airbus A330|ACTIVE
AM0037|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0038|AL0102|AM|Boeing 727|INACTIVE
AM0039|AL0102|AM|Airbus A321|ACTIVE
AM0040|AL0102|AM|Airbus A319|INACTIVE
AM0041|AL0102|AM|Boeing 727|INACTIVE
AM0042|AL0102|AM|Boeing 787|ACTIVE
AM0043|AL0102|AM|Boeing 777|INACTIVE
AM0044|AL0102|AM|Boeing 767|INACTIVE
AM0045|AL0102|AM|Boeing 727|ACTIVE
AM0046|AL0102|AM|Airbus A318|INACTIVE
AM0047|AL0102|AM|Airbus A310|INACTIVE
AM0048|AL0102|AM|Airbus A320|ACTIVE
AM0049|AL0102|AM|Boeing 787|INACTIVE
AM0050|AL0102|AM|Boeing 787|INACTIVE
AM0051|AL0102|AM|Boeing 767|ACTIVE
AM0052|AL0102|AM|Boeing 707|INACTIVE
AM0053|AL0102|AM|Airbus A300|INACTIVE
AM0054|AL0102|AM|Airbus A330|ACTIVE
AM0055|AL0102|AM|Airbus A318|INACTIVE
AM0056|AL0102|AM|Boeing 707|INACTIVE
AM0057|AL0102|AM|Airbus A321|ACTIVE
AM0058|AL0102|AM|Boeing 787|INACTIVE
AM0059|AL0102|AM|Airbus A380|ACTIVE
AM0060|AL0102|AM|Airbus A340|ACTIVE
AM0061|AL0102|AM|Airbus A300|ACTIVE
AM0062|AL0102|AM|Airbus A380|ACTIVE
AM0063|AL0102|AM|Airbus A318|ACTIVE
AM0064|AL0102|AM|Airbus A321|INACTIVE
AM0065|AL0102|AM|Airbus A300|ACTIVE
AM0066|AL0102|AM|Boeing 747|ACTIVE
AM0067|AL0102|AM|Boeing 737|INACTIVE
AM0068|AL0102|AM|Airbus A318|INACTIVE
AM0069|AL0102|AM|Boeing 707|ACTIVE
AM0070|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0071|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0072|AL0102|AM|Airbus A319|ACTIVE
AM0073|AL0102|AM|Airbus A350 XWB|INACTIVE
AM0074|AL0102|AM|Airbus A380|INACTIVE
AM0075|AL0102|AM|Boeing 747|ACTIVE
AM0076|AL0102|AM|Boeing 787|INACTIVE
AM0077|AL0102|AM|Boeing 737|INACTIVE
AM0078|AL0102|AM|Boeing 747|ACTIVE
AM0079|AL0102|AM|Airbus A340|ACTIVE
AM0080|AL0102|AM|Boeing 787|ACTIVE
AM0081|AL0102|AM|Airbus A330|ACTIVE
AM0082|AL0102|AM|Airbus A320|ACTIVE
AM0083|AL0102|AM|Airbus A300|ACTIVE
AM0084|AL0102|AM|Airbus A380|ACTIVE
AM0085|AL0102|AM|Airbus A340|ACTIVE
AM0086|AL0102|AM|Boeing 777|ACTIVE
AM0087|AL0102|AM|Airbus A340|ACTIVE
AM0088|AL0102|AM|Boeing 747|ACTIVE
AM0089|AL0102|AM|Boeing 757|ACTIVE
AM0090|AL0102|AM|Boeing 747|ACTIVE
AM0091|AL0102|AM|Airbus A380|INACTIVE
AM0092|AL0102|AM|Airbus A330|ACTIVE
AM0093|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0094|AL0102|AM|Boeing 777|ACTIVE
AM0095|AL0102|AM|Airbus A380|INACTIVE
AM0096|AL0102|AM|Boeing 727|ACTIVE
AM0097|AL0102|AM|Boeing 717|ACTIVE
AM0098|AL0102|AM|Airbus A340|ACTIVE
AM0099|AL0102|AM|Boeing 717|ACTIVE
AM0100|AL0102|AM|Airbus A319|INACTIVE
AM0101|AL0102|AM|Boeing 747|INACTIVE
AM0102|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0103|AL0102|AM|Airbus A380|INACTIVE
AM0104|AL0102|AM|Boeing 767|ACTIVE
AM0105|AL0102|AM|Airbus A330|ACTIVE
AM0106|AL0102|AM|Boeing 727|INACTIVE
AM0107|AL0102|AM|Boeing 737|INACTIVE
AM0108|AL0102|AM|Boeing 747|ACTIVE
AM0109|AL0102|AM|Boeing 777|ACTIVE
AM0110|AL0102|AM|Boeing 777|INACTIVE
AM0111|AL0102|AM|Airbus A300|ACTIVE
AM0112|AL0102|AM|Boeing 747|INACTIVE
AM0113|AL0102|AM|Airbus A321|INACTIVE
AM0114|AL0102|AM|Airbus A319|ACTIVE
AM0115|AL0102|AM|Airbus A319|ACTIVE
AM0116|AL0102|AM|Boeing 737|INACTIVE
AM0117|AL0102|AM|Boeing 727|ACTIVE
AM0118|AL0102|AM|Boeing 767|INACTIVE
AM0119|AL0102|AM|Airbus A340|INACTIVE
AM0120|AL0102|AM|Airbus A320|ACTIVE
AM0121|AL0102|AM|Airbus A318|ACTIVE
AM0122|AL0102|AM|Boeing 767|INACTIVE
AM0123|AL0102|AM|Boeing 727|ACTIVE
AM0124|AL0102|AM|Airbus A310|INACTIVE
AM0125|AL0102|AM|Boeing 757|INACTIVE
AM0126|AL0102|AM|Airbus A321|ACTIVE
AM0127|AL0102|AM|Boeing 767|ACTIVE
AM0128|AL0102|AM|Airbus A300|ACTIVE
AM0129|AL0102|AM|Airbus A340|ACTIVE
AM0130|AL0102|AM|Airbus A300|INACTIVE
AM0131|AL0102|AM|Airbus A380|ACTIVE
AM0132|AL0102|AM|Boeing 787|ACTIVE
AM0133|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0134|AL0102|AM|Airbus A350 XWB|ACTIVE
AM0135|AL0102|AM|Boeing 737|ACTIVE
AM0136|AL0102|AM|Boeing 757|INACTIVE
AM0137|AL0102|AM|Airbus A340|INACTIVE
AM0138|AL0102|AM|Airbus A310|ACTIVE
AM0139|AL0102|AM|Airbus A320|ACTIVE
AM0140|AL0102|AM|Airbus A321|INACTIVE
AM0141|AL0102|AM|Boeing 727|ACTIVE
AM0142|AL0102|AM|Airbus A319|INACTIVE
AM0143|AL0102|AM|Boeing 767|ACTIVE
AM0144|AL0102|AM|Airbus A340|ACTIVE
AM0145|AL0102|AM|Airbus A320|INACTIVE
AM0146|AL0102|AM|Airbus A318|INACTIVE
AM0147|AL0102|AM|Airbus A380|ACTIVE
AM0148|AL0102|AM|Boeing 727|ACTIVE
AM0149|AL0102|AM|Boeing 767|INACTIVE
AM0150|AL0102|AM|Boeing 727|ACTIVE
AM0151|AL0102|AM|Airbus A310|INACTIVE
AM0152|AL0102|AM|Airbus A300|ACTIVE
AM0153|AL0102|AM|Airbus A319|ACTIVE
AM0154|AL0102|AM|Airbus A310|ACTIVE
AM0155|AL0102|AM|Airbus A350 XWB|INACTIVE
AM0156|AL0102|AM|Boeing 777|ACTIVE
AM0157|AL0102|AM|Airbus A320|INACTIVE
AM0158|AL0102|AM|Boeing 767|ACTIVE
AM0159|AL0102|AM|Boeing 757|ACTIVE
AM0160|AL0102|AM|Boeing 737|ACTIVE
AM0161|AL0102|AM|Boeing 727|INACTIVE
AM0162|AL0102|AM|Airbus A318|ACTIVE
AM0163|AL0102|AM|Airbus A318|ACTIVE
AM0164|AL0102|AM|Airbus A340|ACTIVE
AM0165|AL0102|AM|Boeing 747|ACTIVE
AM0166|AL0102|AM|Boeing 737|ACTIVE
AM0167|AL0102|AM|Airbus A380|ACTIVE
AM0168|AL0102|AM|Airbus A380|ACTIVE
AM0169|AL0102|AM|Airbus A320|INACTIVE
AM0170|AL0102|AM|Airbus A380|INACTIVE
AM0171|AL0102|AM|Airbus A380|ACTIVE
AM0172|AL0102|AM|Boeing 767|ACTIVE
AM0173|AL0102|AM|Airbus A300|ACTIVE
AM0174|AL0102|AM|Airbus A330|ACTIVE
AM0175|AL0102|AM|Boeing 777|INACTIVE
AM0176|AL0102|AM|Airbus A300|ACTIVE
AM0177|AL0102|AM|Boeing 787|ACTIVE
AM0178|AL0102|AM|Boeing 767|ACTIVE
AM0179|AL0102|AM|Airbus A320|INACTIVE
AM0180|AL0102|AM|Boeing 777|ACTIVE
AM0181|AL0102|AM|Boeing 757|ACTIVE
AM0182|AL0102|AM|Boeing 717|INACTIVE
AM0183|AL0102|AM|Airbus A340|ACTIVE
AM0184|AL0102|AM|Boeing 767|ACTIVE
AM0185|AL0102|AM|Airbus A318|ACTIVE
AM0186|AL0102|AM|Airbus A310|ACTIVE
AM0187|AL0102|AM|Boeing 727|ACTIVE
AM0188|AL0102|AM|Boeing 787|INACTIVE
AM0189|AL0102|AM|Boeing 747|ACTIVE
AM0190|AL0102|AM|Airbus A300|ACTIVE
AM0191|AL0102|AM|Boeing 757|INACTIVE
AM0192|AL0102|AM|Airbus A320|ACTIVE
AM0193|AL0102|AM|Airbus A300|INACTIVE
AM0194|AL0102|AM|Boeing 737|ACTIVE
AM0195|AL0102|AM|Boeing 767|ACTIVE
AM0196|AL0102|AM|Airbus A319|ACTIVE
AM0197|AL0102|AM|Boeing 777|INACTIVE
AM0198|AL0102|AM|Boeing 727|ACTIVE
AM0199|AL0102|AM|Boeing 707|INACTIVE
AM0200|AL0102|AM|Boeing 707|ACTIVE
AM0201|AL0102|AM|Airbus A330|ACTIVE
AM0202|AL0102|AM|Airbus A321|ACTIVE
AM0203|AL0102|AM|Airbus A350 XWB|INACTIVE
AM0204|AL0102|AM|Airbus A310|ACTIVE
AM0205|AL0102|AM|Airbus A350 XWB|INACTIVE
AM0206|AL0102|AM|Boeing 767|INACTIVE
AM0207|AL0102|AM|Airbus A340|ACTIVE
AM0208|AL0102|AM|Boeing 767|ACTIVE
AM0209|AL0102|AM|Airbus A380|ACTIVE
AM0210|AL0102|AM|Airbus A340|ACTIVE
AM0211|AL0102|AM|Boeing 747|ACTIVE
AM0212|AL0102|AM|Boeing 707|INACTIVE
AM0213|AL0102|AM|Boeing 777|ACTIVE
AM0214|AL0102|AM|Airbus A320|INACTIVE
AM0215|AL0102|AM|Airbus A350 XWB|INACTIVE
AM0216|AL0102|AM|Boeing 747|ACTIVE
AM0217|AL0102|AM|Boeing 727|ACTIVE
AM0218|AL0102|AM|Airbus A380|ACTIVE
AM0219|AL0102|AM|Airbus A319|ACTIVE
AM0220|AL0102|AM|Airbus A318|ACTIVE
AM0221|AL0102|AM|Airbus A320|ACTIVE
AM0222|AL0102|AM|Boeing 737|ACTIVE
AM0223|AL0102|AM|Airbus A340|INACTIVE
AM0224|AL0102|AM|Airbus A320|ACTIVE
AM0225|AL0102|AM|Airbus A380|ACTIVE
AM0226|AL0102|AM|Boeing 757|ACTIVE
AM0227|AL0102|AM|Airbus A340|INACTIVE
AM0228|AL0102|AM|Boeing 787|ACTIVE
AM0229|AL0102|AM|Boeing 767|ACTIVE
AM0230|AL0102|AM|Boeing 737|ACTIVE
AM0231|AL0102|AM|Airbus A321|ACTIVE
AM0232|AL0102|AM|Boeing 717|ACTIVE
AM0233|AL0102|AM|Boeing 717|INACTIVE
AM0234|AL0102|AM|Airbus A340|ACTIVE
AM0235|AL0102|AM|Airbus A310|ACTIVE
AM0236|AL0102|AM|Boeing 707|INACTIVE
AM0237|AL0102|AM|Boeing 737|ACTIVE
AM0238|AL0102|AM|Boeing 717|INACTIVE
AM0239|AL0102|AM|Boeing 767|INACTIVE
ZE0000|AL0103|ZE|Airbus A310|ACTIVE
ZE0001|AL0103|ZE|Airbus A330|ACTIVE
ZE0002|AL0103|ZE|Airbus A340|INACTIVE
ZE0003|AL0103|ZE|Airbus A380|ACTIVE
ZE0004|AL0103|ZE|Airbus A310|ACTIVE
ZE0005|AL0103|ZE|Boeing 717|ACTIVE
ZE0006|AL0103|ZE|Boeing 727|ACTIVE
ZE0007|AL0103|ZE|Airbus A320|ACTIVE
ZE0008|AL0103|ZE|Boeing 727|INACTIVE
ZE0009|AL0103|ZE|Airbus A300|ACTIVE
ZE0010|AL0103|ZE|Boeing 747|ACTIVE
ZE0011|AL0103|ZE|Boeing 767|ACTIVE
ZE0012|AL0103|ZE|Boeing 727|ACTIVE
ZE0013|AL0103|ZE|Boeing 707|ACTIVE
ZE0014|AL0103|ZE|Airbus A318|INACTIVE
ZE0015|AL0103|ZE|Boeing 747|ACTIVE
ZE0016|AL0103|ZE|Airbus A300|INACTIVE
ZE0017|AL0103|ZE|Airbus A318|INACTIVE
ZE0018|AL0103|ZE|Airbus A330|ACTIVE
ZE0019|AL0103|ZE|Airbus A318|INACTIVE
ZE0020|AL0103|ZE|Boeing 787|ACTIVE
ZE0021|AL0103|ZE|Airbus A321|ACTIVE
ZE0022|AL0103|ZE|Airbus A318|INACTIVE
ZE0023|AL0103|ZE|Boeing 747|INACTIVE
ZE0024|AL0103|ZE|Airbus A320|ACTIVE
ZE0025|AL0103|ZE|Airbus A318|INACTIVE
ZE0026|AL0103|ZE|Boeing 727|INACTIVE
ZE0027|AL0103|ZE|Boeing 727|ACTIVE
ZE0028|AL0103|ZE|Airbus A350 XWB|INACTIVE
ZE0029|AL0103|ZE|Airbus A340|INACTIVE
ZE0030|AL0103|ZE|Airbus A350 XWB|ACTIVE
ZE0031|AL0103|ZE|Airbus A380|ACTIVE
ZE0032|AL0103|ZE|Boeing 737|ACTIVE
ZE0033|AL0103|ZE|Airbus A350 XWB|ACTIVE
ZE0034|AL0103|ZE|Airbus A321|ACTIVE
ZE0035|AL0103|ZE|Airbus A340|INACTIVE
ZE0036|AL0103|ZE|Boeing 727|ACTIVE
ZE0037|AL0103|ZE|Boeing 777|INACTIVE
ZE0038|AL0103|ZE|Airbus A319|INACTIVE
ZE0039|AL0103|ZE|Boeing 717|ACTIVE
ZE0040|AL0103|ZE|Airbus A380|ACTIVE
ZE0041|AL0103|ZE|Airbus A340|INACTIVE
ZE0042|AL0103|ZE|Boeing 717|ACTIVE
ZE0043|AL0103|ZE|Airbus A340|INACTIVE
ZE0044|AL0103|ZE|Airbus A350 XWB|INACTIVE
ZE0045|AL0103|ZE|Boeing 727|ACTIVE
ZE0046|AL0103|ZE|Boeing 777|ACTIVE
ZE0047|AL0103|ZE|Boeing 707|ACTIVE
ZE0048|AL0103|ZE|Boeing 717|ACTIVE
ZE0049|AL0103|ZE|Boeing 707|INACTIVE
ZE0050|AL0103|ZE|Boeing 717|INACTIVE
ZE0051|AL0103|ZE|Airbus A350 XWB|ACTIVE
ZE0052|AL0103|ZE|Boeing 787|INACTIVE
ZE0053|AL0103|ZE|Boeing 707|ACTIVE
ZE0054|AL0103|ZE|Airbus A320|ACTIVE
ZE0055|AL0103|ZE|Airbus A340|ACTIVE
ZE0056|AL0103|ZE|Airbus A310|ACTIVE
ZE0057|AL0103|ZE|Boeing 757|ACTIVE
ZE0058|AL0103|ZE|Airbus A310|INACTIVE
ZE0059|AL0103|ZE|Airbus A330|INACTIVE
ZE0060|AL0103|ZE|Boeing 727|ACTIVE
ZE0061|AL0103|ZE|Boeing 737|ACTIVE
ZE0062|AL0103|ZE|Boeing 727|INACTIVE
ZE0063|AL0103|ZE|Airbus A350 XWB|ACTIVE
ZE0064|AL0103|ZE|Boeing 767|INACTIVE
ZE0065|AL0103|ZE|Airbus A300|INACTIVE
ZE0066|AL0103|ZE|Boeing 737|ACTIVE
ZE0067|AL0103|ZE|Boeing 727|INACTIVE
ZE0068|AL0103|ZE|Airbus A318|ACTIVE
ZE0069|AL0103|ZE|Airbus A380|ACTIVE
ZE0070|AL0103|ZE|Boeing 707|INACTIVE
ZE0071|AL0103|ZE|Boeing 727|INACTIVE
ZE0072|AL0103|ZE|Boeing 727|ACTIVE
ZE0073|AL0103|ZE|Airbus A320|ACTIVE
ZE0074|AL0103|ZE|Boeing 767|INACTIVE
ZE0075|AL0103|ZE|Airbus A318|ACTIVE
ZE0076|AL0103|ZE|Airbus A320|ACTIVE
ZE0077|AL0103|ZE|Boeing 787|ACTIVE
ZE0078|AL0103|ZE|Airbus A319|ACTIVE
ZE0079|AL0103|ZE|Boeing 737|INACTIVE
ZE0080|AL0103|ZE|Airbus A321|ACTIVE
ZE0081|AL0103|ZE|Boeing 787|ACTIVE
ZE0082|AL0103|ZE|Airbus A300|ACTIVE
ZE0083|AL0103|ZE|Boeing 767|INACTIVE
ZE0084|AL0103|ZE|Airbus A318|ACTIVE
ZE0085|AL0103|ZE|Airbus A321|INACTIVE
ZE0086|AL0103|ZE|Airbus A319|ACTIVE
ZE0087|AL0103|ZE|Boeing 707|ACTIVE
ZE0088|AL0103|ZE|Boeing 737|ACTIVE
ZE0089|AL0103|ZE|Airbus A300|INACTIVE
ZE0090|AL0103|ZE|Boeing 727|ACTIVE
ZE0091|AL0103|ZE|Boeing 737|INACTIVE
ZE0092|AL0103|ZE|Boeing 777|INACTIVE
ZE0093|AL0103|ZE|Airbus A350 XWB|ACTIVE
ZE0094|AL0103|ZE|Boeing 717|INACTIVE
ZE0095|AL0103|ZE|Boeing 787|ACTIVE
ZE0096|AL0103|ZE|Airbus A340|ACTIVE
ZE0097|AL0103|ZE|Airbus A321|INACTIVE
ZE0098|AL0103|ZE|Airbus A300|ACTIVE
ZE0099|AL0103|ZE|Airbus A319|ACTIVE
ZE0100|AL0103|ZE|Boeing 777|ACTIVE
ZE0101|AL0103|ZE|Boeing 787|ACTIVE
ZE0102|AL0103|ZE|Boeing 787|ACTIVE
ZE0103|AL0103|ZE|Airbus A319|INACTIVE
ZE0104|AL0103|ZE|Boeing 707|INACTIVE
ZE0105|AL0103|ZE|Boeing 777|ACTIVE
ZE0106|AL0103|ZE|Boeing 717|ACTIVE
ZE0107|AL0103|ZE|Airbus A319|ACTIVE
ZE0108|AL0103|ZE|Boeing 787|ACTIVE
ZE0109|AL0103|ZE|Boeing 737|INACTIVE
ZE0110|AL0103|ZE|Airbus A320|ACTIVE
ZE0111|AL0103|ZE|Airbus A300|ACTIVE
ZE0112|AL0103|ZE|Airbus A340|INACTIVE
ZE0113|AL0103|ZE|Airbus A320|INACTIVE
ZE0114|AL0103|ZE|Airbus A310|ACTIVE
ZE0115|AL0103|ZE|Airbus A330|ACTIVE
ZE0116|AL0103|ZE|Airbus A300|ACTIVE
ZE0117|AL0103|ZE|Boeing 757|ACTIVE
ZE0118|AL0103|ZE|Airbus A319|INACTIVE
ZE0119|AL0103|ZE|Boeing 777|INACTIVE
ZE0120|AL0103|ZE|Boeing 767|ACTIVE
ZE0121|AL0103|ZE|Boeing 737|ACTIVE
ZE0122|AL0103|ZE|Boeing 757|ACTIVE
ZE0123|AL0103|ZE|Boeing 747|ACTIVE
ZE0124|AL0103|ZE|Airbus A350 XWB|ACTIVE
ZE0125|AL0103|ZE|Boeing 767|INACTIVE
ZE0126|AL0103|ZE|Airbus A321|ACTIVE
ZE0127|AL0103|ZE|Airbus A340|INACTIVE
ZE0128|AL0103|ZE|Airbus A321|INACTIVE
ZE0129|AL0103|ZE|Airbus A350 XWB|ACTIVE
ZE0130|AL0103|ZE|Boeing 777|ACTIVE
ZE0131|AL0103|ZE|Airbus A318|ACTIVE
ZE0132|AL0103|ZE|Boeing 767|ACTIVE
ZE0133|AL0103|ZE|Boeing 727|ACTIVE
ZE0134|AL0103|ZE|Boeing 777|ACTIVE
ZE0135|AL0103|ZE|Airbus A350 XWB|ACTIVE
ZE0136|AL0103|ZE|Airbus A321|ACTIVE
ZE0137|AL0103|ZE|Airbus A321|ACTIVE
ZE0138|AL0103|ZE|Airbus A318|ACTIVE
ZE0139|AL0103|ZE|Airbus A330|INACTIVE
ZE0140|AL0103|ZE|Airbus A319|ACTIVE
ZE0141|AL0103|ZE|Boeing 727|ACTIVE
ZE0142|AL0103|ZE|Boeing 787|ACTIVE
ZE0143|AL0103|ZE|Airbus A340|ACTIVE
ZE0144|AL0103|ZE|Boeing 717|ACTIVE
ZE0145|AL0103|ZE|Boeing 747|INACTIVE
ZE0146|AL0103|ZE|Airbus A300|ACTIVE
ZE0147|AL0103|ZE|Airbus A310|ACTIVE
ZE0148|AL0103|ZE|Boeing 737|INACTIVE
ZE0149|AL0103|ZE|Boeing 747|ACTIVE
ZE0150|AL0103|ZE|Airbus A318|ACTIVE
ZE0151|AL0103|ZE|Airbus A321|INACTIVE
ZE0152|AL0103|ZE|Boeing 727|ACTIVE
ZE0153|AL0103|ZE|Airbus A380|ACTIVE
ZE0154|AL0103|ZE|Boeing 777|INACTIVE
ZE0155|AL0103|ZE|Airbus A300|INACTIVE
ZE0156|AL0103|ZE|Airbus A321|ACTIVE
ZE0157|AL0103|ZE|Airbus A330|INACTIVE
ZE0158|AL0103|ZE|Boeing 737|INACTIVE
ZE0159|AL0103|ZE|Airbus A310|ACTIVE
ZE0160|AL0103|ZE|Airbus A330|ACTIVE
ZE0161|AL0103|ZE|Airbus A350 XWB|INACTIVE
ZE0162|AL0103|ZE|Boeing 727|ACTIVE
ZE0163|AL0103|ZE|Airbus A340|ACTIVE
ZE0164|AL0103|ZE|Airbus A300|ACTIVE
ZE0165|AL0103|ZE|Boeing 757|ACTIVE
ZE0166|AL0103|ZE|Boeing 777|INACTIVE
ZE0167|AL0103|ZE|Boeing 757|ACTIVE
ZE0168|AL0103|ZE|Boeing 727|ACTIVE
ZE0169|AL0103|ZE|Airbus A330|INACTIVE
ZE0170|AL0103|ZE|Airbus A380|ACTIVE
ZE0171|AL0103|ZE|Boeing 707|ACTIVE
ZE0172|AL0103|ZE|Airbus A319|ACTIVE
ZE0173|AL0103|ZE|Boeing 747|ACTIVE
ZE0174|AL0103|ZE|Boeing 727|ACTIVE
ZE0175|AL0103|ZE|Airbus A330|ACTIVE
ZE0176|AL0103|ZE|Boeing 777|ACTIVE
ZE0177|AL0103|ZE|Airbus A320|ACTIVE
ZE0178|AL0103|ZE|Airbus A321|ACTIVE
ZE0179|AL0103|ZE|Airbus A380|ACTIVE
ZE0180|AL0103|ZE|Airbus A330|ACTIVE
ZE0181|AL0103|ZE|Airbus A321|INACTIVE
ZE0182|AL0103|ZE|Boeing 737|INACTIVE
ZE0183|AL0103|ZE|Airbus A310|ACTIVE
ZE0184|AL0103|ZE|Airbus A318|ACTIVE
ZE0185|AL0103|ZE|Boeing 767|ACTIVE
ZE0186|AL0103|ZE|Boeing 757|ACTIVE
ZE0187|AL0103|ZE|Boeing 707|ACTIVE
ZE0188|AL0103|ZE|Boeing 747|ACTIVE
ZE0189|AL0103|ZE|Airbus A319|ACTIVE
ZE0190|AL0103|ZE|Boeing 707|INACTIVE
ZE0191|AL0103|ZE|Airbus A310|ACTIVE
ZE0192|AL0103|ZE|Airbus A321|ACTIVE
ZE0193|AL0103|ZE|Boeing 767|INACTIVE
ZE0194|AL0103|ZE|Boeing 767|INACTIVE
ZE0195|AL0103|ZE|Boeing 757|ACTIVE
ZE0196|AL0103|ZE|Boeing 717|ACTIVE
